taxonomy	Kingdom	Phylum	Class	Order	Family	Genus
ASV_8263	Bacteria	Patescibacteria	Berkelbacteria	NA	NA	NA
ASV_8264	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Telluria
ASV_8265	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NA	NA
ASV_8266	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tundrisphaera
ASV_8267	Bacteria	NA	NA	NA	NA	NA
ASV_8268	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	NA
ASV_8269	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sulfuricellaceae	Sulfuricella
ASV_827	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	alphaI cluster
ASV_8270	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum
ASV_8271	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
ASV_8272	Bacteria	Acidobacteriota	Acidobacteriae	GOUTB8	NA	NA
ASV_8273	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	NA
ASV_8274	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA
ASV_8275	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA
ASV_8276	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Plot4-2H12
ASV_8277	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
ASV_8278	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	NA
ASV_8279	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA
ASV_828	Bacteria	NA	NA	NA	NA	NA
ASV_8280	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Telluria
ASV_8281	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV_8282	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	NA
ASV_8283	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodovastum
ASV_8284	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	NA
ASV_8285	Bacteria	NA	NA	NA	NA	NA
ASV_8286	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	NA
ASV_8287	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_8288	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodopila
ASV_8289	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
ASV_829	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	NA
ASV_8290	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Telluria
ASV_8291	Bacteria	NA	NA	NA	NA	NA
ASV_8292	Bacteria	NA	NA	NA	NA	NA
ASV_8293	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA
ASV_8294	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	NA
ASV_8295	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	NA
ASV_8296	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
ASV_8297	Bacteria	Caldisericota	Caldisericia	Caldisericales	Caldisericaceae	Caldisericum
ASV_8298	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Nitrobacter
ASV_8299	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV_83	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	NA
ASV_830	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter
ASV_8300	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ASV_8301	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA
ASV_8302	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	NA
ASV_8303	Bacteria	Sumerlaeota	Sumerlaeia	Sumerlaeales	Sumerlaeaceae	Sumerlaea
ASV_8304	Bacteria	Acidobacteriota	Acidobacteriae	NA	NA	NA
ASV_8305	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	NA	NA
ASV_8306	Bacteria	Chloroflexi	TK10	NA	NA	NA
ASV_8307	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA
ASV_8308	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA
ASV_8309	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	NA
ASV_831	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA
ASV_8310	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	NA	NA
ASV_8311	Bacteria	NA	NA	NA	NA	NA
ASV_8312	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	NA
ASV_8313	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_8314	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_8315	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_8316	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys
ASV_8317	Bacteria	Patescibacteria	NA	NA	NA	NA
ASV_8318	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_8319	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Telluria
ASV_832	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	1921-2
ASV_8320	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_8321	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Telluria
ASV_8322	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	NA
ASV_8323	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
ASV_8324	Bacteria	Caldisericota	Caldisericia	Caldisericales	Caldisericaceae	Caldisericum
ASV_8325	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NA	NA
ASV_8326	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
ASV_8327	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	NA
ASV_8328	Bacteria	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	UCG-009
ASV_8329	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium
ASV_833	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	BSV13
ASV_8330	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	NA	NA
ASV_8331	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA
ASV_8332	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA
ASV_8333	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA
ASV_8334	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	BSV13
ASV_8335	Bacteria	NA	NA	NA	NA	NA
ASV_8336	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	NA
ASV_8337	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Tibeticola
ASV_8338	Bacteria	Planctomycetota	NA	NA	NA	NA
ASV_8339	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
ASV_834	Bacteria	Firmicutes	Clostridia	Clostridiales	Caloramatoraceae	NA
ASV_8340	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus
ASV_8341	Bacteria	Patescibacteria	Berkelbacteria	NA	NA	NA
ASV_8342	Bacteria	Firmicutes	Clostridia	Oscillospirales	NA	NA
ASV_8343	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylotenera
ASV_8344	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter
ASV_8345	NA	NA	NA	NA	NA	NA
ASV_8346	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA
ASV_8347	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermacoccaceae	Luteipulveratus
ASV_8348	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Pseudopelobacteraceae	Pseudopelobacter
ASV_8349	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter
ASV_835	Bacteria	Firmicutes	Clostridia	NA	NA	NA
ASV_8350	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA
ASV_8351	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Parasporobacterium
ASV_8352	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Cellulomonadaceae	NA
ASV_8353	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NA
ASV_8354	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
ASV_8355	Bacteria	NA	NA	NA	NA	NA
ASV_8356	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	HN-HF0106
ASV_8357	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Candidatus Symbiobacter
ASV_8358	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
ASV_8359	Bacteria	NA	NA	NA	NA	NA
ASV_836	Bacteria	NA	NA	NA	NA	NA
ASV_8360	Bacteria	Chloroflexi	NA	NA	NA	NA
ASV_8361	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Candidatus Nostocoida
ASV_8362	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Tardiphaga
ASV_8363	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Gallionellaceae	Gallionella
ASV_8364	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	NA
ASV_8365	Bacteria	Caldisericota	Caldisericia	Caldisericales	Caldisericaceae	Caldisericum
ASV_8366	Bacteria	Firmicutes	Clostridia	Oscillospirales	NA	NA
ASV_8367	Bacteria	Verrucomicrobiota	Verrucomicrobiae	LD1-PB3	NA	NA
ASV_8368	Bacteria	NA	NA	NA	NA	NA
ASV_8369	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	NA
ASV_837	Bacteria	Firmicutes	Syntrophomonadia	Syntrophomonadales	Syntrophomonadaceae	Pelospora
ASV_8370	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	NA
ASV_8371	Bacteria	RCP2-54	NA	NA	NA	NA
ASV_8372	Bacteria	Caldisericota	Caldisericia	Caldisericales	Caldisericaceae	Caldisericum
ASV_8373	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_8374	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	BSV13
ASV_8375	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Pseudopelobacteraceae	Pseudopelobacter
ASV_8376	Bacteria	Proteobacteria	Gammaproteobacteria	WD260	NA	NA
ASV_8377	Bacteria	Actinobacteriota	NA	NA	NA	NA
ASV_8378	Bacteria	Desulfobacterota	Syntrophia	Syntrophales	Smithellaceae	Smithella
ASV_8379	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	NA
ASV_838	Bacteria	Caldisericota	Caldisericia	Caldisericales	Caldisericaceae	Caldisericum
ASV_8380	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Telmatobacter
ASV_8381	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
ASV_8382	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
ASV_8383	Bacteria	Firmicutes	Clostridia	NA	NA	NA
ASV_8384	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Telluria
ASV_8385	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
ASV_8386	Bacteria	NA	NA	NA	NA	NA
ASV_8387	Bacteria	Caldisericota	Caldisericia	Caldisericales	Caldisericaceae	Caldisericum
ASV_8388	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	NA
ASV_8389	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	NA	NA
ASV_839	Bacteria	Firmicutes	Clostridia	NA	NA	NA
ASV_8390	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	NA
ASV_8391	Bacteria	Caldisericota	Caldisericia	Caldisericales	Caldisericaceae	Caldisericum
ASV_8392	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Cellulomonadaceae	NA
ASV_8393	Bacteria	Firmicutes	Syntrophomonadia	Syntrophomonadales	Syntrophomonadaceae	NA
ASV_8394	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	NA	NA
ASV_8395	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes vadinHA17	NA
ASV_8396	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes vadinHA17	NA
ASV_8397	Bacteria	Firmicutes	NA	NA	NA	NA
ASV_8398	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA
ASV_8399	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9	NA	NA
ASV_84	Bacteria	Acidobacteriota	Holophagae	Subgroup 7	NA	NA
ASV_840	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Candidatus Nostocoida
ASV_8400	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA
ASV_8401	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA
ASV_8402	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	NA	NA
ASV_8403	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes BD2-2	NA
ASV_8404	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ethanoligenenaceae	Incertae Sedis
ASV_8405	Bacteria	Acidobacteriota	Holophagae	Subgroup 7	NA	NA
ASV_8406	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA
ASV_8407	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA
ASV_8408	Bacteria	Patescibacteria	Microgenomatia	Candidatus Shapirobacteria	NA	NA
ASV_8409	Bacteria	Patescibacteria	Microgenomatia	Candidatus Levybacteria	NA	NA
ASV_841	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA
ASV_8410	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
ASV_8411	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA
ASV_8412	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 9
ASV_8413	Bacteria	Acidobacteriota	Acidobacteriae	TSBb06	NA	NA
ASV_8414	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA
ASV_8415	Bacteria	NA	NA	NA	NA	NA
ASV_8416	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
ASV_8417	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_8418	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
ASV_8419	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	NA
ASV_842	Bacteria	Chloroflexi	KD4-96	NA	NA	NA
ASV_8420	Bacteria	Chloroflexi	KD4-96	NA	NA	NA
ASV_8421	Bacteria	Chloroflexi	KD4-96	NA	NA	NA
ASV_8422	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA
ASV_8423	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	NA
ASV_8424	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_8425	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA
ASV_8426	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	NA
ASV_8427	Bacteria	Chloroflexi	Ktedonobacteria	NA	NA	NA
ASV_8428	Bacteria	Chloroflexi	KD4-96	NA	NA	NA
ASV_8429	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus Omnitrophus
ASV_843	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA
ASV_8430	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA
ASV_8431	Bacteria	Firmicutes	NA	NA	NA	NA
ASV_8432	Bacteria	NA	NA	NA	NA	NA
ASV_8433	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 13	NA	NA
ASV_8434	Bacteria	Verrucomicrobiota	Verrucomicrobiae	UA11	NA	NA
ASV_8435	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosotaleales	Nitrosotaleaceae	Candidatus Nitrosotalea
ASV_8436	Bacteria	NA	NA	NA	NA	NA
ASV_8437	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	JG30a-KF-32
ASV_8438	Bacteria	Firmicutes	Bacilli	NA	NA	NA
ASV_8439	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA
ASV_844	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA
ASV_8440	Bacteria	Verrucomicrobiota	Verrucomicrobiae	S-BQ2-57 soil group	NA	NA
ASV_8441	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA
ASV_8442	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	NA
ASV_8443	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA
ASV_8444	Bacteria	Acidobacteriota	NA	NA	NA	NA
ASV_8445	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA
ASV_8446	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Aquamonas
ASV_8447	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Alicyclobacillus
ASV_8448	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA
ASV_8449	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA
ASV_845	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_8450	Bacteria	Acidobacteriota	Holophagae	Subgroup 7	NA	NA
ASV_8451	Bacteria	Chloroflexi	AD3	NA	NA	NA
ASV_8452	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
ASV_8453	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA
ASV_8454	Bacteria	Patescibacteria	Berkelbacteria	NA	NA	NA
ASV_8455	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	NA
ASV_8456	Bacteria	Chloroflexi	TK10	NA	NA	NA
ASV_8457	Bacteria	Verrucomicrobiota	Lentisphaeria	Oligosphaerales	Lenti-02	NA
ASV_8458	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	NA
ASV_8459	Bacteria	NA	NA	NA	NA	NA
ASV_846	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NA
ASV_8460	Bacteria	Chloroflexi	AD3	NA	NA	NA
ASV_8461	Bacteria	NA	NA	NA	NA	NA
ASV_8462	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA
ASV_8463	Bacteria	Desulfobacterota	Desulfobaccia	Desulfobaccales	Desulfobaccaceae	Desulfobacca
ASV_8464	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	OLB17
ASV_8465	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	NA	NA
ASV_8466	Bacteria	Chloroflexi	KD4-96	NA	NA	NA
ASV_8467	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12409	NA
ASV_8468	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
ASV_8469	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA
ASV_847	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA
ASV_8470	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
ASV_8471	Bacteria	Firmicutes	NA	NA	NA	NA
ASV_8472	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA
ASV_8473	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA
ASV_8474	Bacteria	NA	NA	NA	NA	NA
ASV_8475	Bacteria	Acidobacteriota	Acidobacteriae	Paludibaculum	NA	NA
ASV_8476	Bacteria	Chloroflexi	NA	NA	NA	NA
ASV_8477	Bacteria	NA	NA	NA	NA	NA
ASV_8478	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes vadinHA17	NA
ASV_8479	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA
ASV_848	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	NA	NA
ASV_8480	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
ASV_8481	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	NA
ASV_8482	Bacteria	Acidobacteriota	Holophagae	Subgroup 7	NA	NA
ASV_8483	Bacteria	Chloroflexi	NA	NA	NA	NA
ASV_8484	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_8485	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	A21b	NA
ASV_8486	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_8487	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir2 lineage
ASV_8488	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	NA	NA
ASV_8489	Bacteria	Chloroflexi	P2-11E	NA	NA	NA
ASV_849	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	GOUTA6
ASV_8490	Bacteria	Planctomycetota	Phycisphaerae	Pla1 lineage	NA	NA
ASV_8491	Bacteria	Chloroflexi	NA	NA	NA	NA
ASV_8492	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9	NA	NA
ASV_8493	Bacteria	Chloroflexi	KD4-96	NA	NA	NA
ASV_8494	Bacteria	Acidobacteriota	Holophagae	Subgroup 7	NA	NA
ASV_8495	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067
ASV_8496	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Bauldia
ASV_8497	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA
ASV_8498	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Homoserinimonas
ASV_8499	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	NA
ASV_85	Bacteria	Actinobacteriota	NA	NA	NA	NA
ASV_850	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter
ASV_8500	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	NA
ASV_8501	Bacteria	Chloroflexi	TK10	NA	NA	NA
ASV_8502	Bacteria	NA	NA	NA	NA	NA
ASV_8503	Bacteria	Chloroflexi	SHA-26	NA	NA	NA
ASV_8504	Bacteria	Chloroflexi	NA	NA	NA	NA
ASV_8505	Bacteria	Acidobacteriota	Holophagae	Subgroup 7	NA	NA
ASV_8506	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA
ASV_8507	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_8508	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	pItb-vmat-59
ASV_8509	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodovastum
ASV_851	Bacteria	Chloroflexi	KD4-96	NA	NA	NA
ASV_8510	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_8511	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
ASV_8512	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
ASV_8513	Bacteria	WPS-2	NA	NA	NA	NA
ASV_8514	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	NA
ASV_8515	Bacteria	Chloroflexi	Gitt-GS-136	NA	NA	NA
ASV_8516	Bacteria	Chloroflexi	Gitt-GS-136	NA	NA	NA
ASV_8517	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_8518	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_8519	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
ASV_852	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA
ASV_8520	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 13	NA	NA
ASV_8521	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
ASV_8522	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Variibacter
ASV_8523	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	NA
ASV_8524	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Homoserinimonas
ASV_8525	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Falsibacillus
ASV_8526	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Candidatus Nostocoida
ASV_8527	Bacteria	NA	NA	NA	NA	NA
ASV_8528	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Syntrophobotulaceae	Syntrophobotulus
